iter	Logloss
541	0.2201797309
542	0.2201324319
543	0.2200870257
544	0.2200535165
545	0.2200200605
546	0.2199900566
547	0.2199405268
548	0.2198994265
549	0.2198744798
550	0.2198346164
551	0.2197832323
552	0.2197466781
553	0.2197103042
554	0.2196781051
555	0.2196488955
556	0.2196240748
557	0.2196020755
558	0.21956556
559	0.2195331045
560	0.219490003
561	0.2194518979
562	0.21942217
563	0.2193865614
564	0.2193554374
565	0.2193221889
566	0.2192881684
567	0.2192506255
568	0.219219015
569	0.2191811219
570	0.2191502605
571	0.2191244854
572	0.2190994444
573	0.2190609566
574	0.2190330357
575	0.2189930445
576	0.2189585746
577	0.2189298973
578	0.2188728021
579	0.2188257899
580	0.2188041091
581	0.2187563725
582	0.2187119641
583	0.2186845709
584	0.218651379
585	0.2186141702
586	0.2185893328
587	0.2185577108
588	0.218520037
589	0.2184829507
590	0.2184490667
591	0.2184204768
592	0.2183853171
593	0.2183539614
594	0.2183232996
595	0.2182941344
596	0.2181676106
597	0.2181332185
598	0.2180934628
599	0.2180569955
600	0.2180339478
601	0.218002451
602	0.2179752637
603	0.2179334363
604	0.2178977222
605	0.2178717488
606	0.2178360935
607	0.2178102527
608	0.2177811619
609	0.2177447829
610	0.2177131646
611	0.2176836585
612	0.2176554634
613	0.2176170996
614	0.2175573404
615	0.2175137676
616	0.2174911544
617	0.21746804
618	0.2174316584
619	0.2174019077
620	0.2173559813
621	0.2173275544
622	0.2172959599
623	0.2172690384
624	0.2172360708
625	0.2172094046
626	0.2171809571
627	0.2171489175
628	0.2171215097
629	0.2170860007
630	0.2170413679
631	0.2169973428
632	0.2169651435
633	0.2169293562
634	0.2169098089
635	0.2168786989
636	0.2168402494
637	0.2168201537
638	0.2167981346
639	0.2167734139
640	0.2167384543
641	0.2167105918
642	0.2166780586
643	0.2166484033
644	0.2166030484
645	0.2165748977
646	0.2165393949
647	0.216516532
648	0.2164848637
649	0.2164576062
650	0.2164232309
651	0.2163959734
652	0.2163542999
653	0.2163300743
654	0.2162822098
655	0.2162453618
656	0.2162039479
657	0.2161716352
658	0.2161411162
659	0.2161152868
660	0.2160843073
661	0.2160606016
662	0.2160336698
663	0.2160084299
664	0.2159813416
665	0.2159492834
666	0.2159177124
667	0.2159017903
668	0.2158792808
669	0.215847589
670	0.2158086204
671	0.2157786736
672	0.2157521376
673	0.2157123258
674	0.2156870447
675	0.2156622765
676	0.2156299391
677	0.2155700472
678	0.2155454739
679	0.2155113071
680	0.2154916169
681	0.2154646619
682	0.2154321348
683	0.2154017591
684	0.2153776176
685	0.2153463343
686	0.2153202982
687	0.2152968719
688	0.21526667
689	0.2152413698
690	0.2152207258
691	0.2151772062
692	0.2151369894
693	0.215111492
694	0.215081766
695	0.2150568281
696	0.2150333372
697	0.2150045717
698	0.2149689103
699	0.2149393939
700	0.2149099952
701	0.2148771968
702	0.2148427613
703	0.2148108474
704	0.2147886261
705	0.2147623885
706	0.2147334584
707	0.2147053369
708	0.2146722167
709	0.2146443674
710	0.2146159909
711	0.2145853143
712	0.2145471687
713	0.2145219765
714	0.2144956536
715	0.2144538877
716	0.2144183738
717	0.2143928293
718	0.214367956
719	0.2143255206
720	0.2143009695
721	0.2142802248
722	0.2142502073
723	0.214220749
724	0.214199535
725	0.2141716342
726	0.2141434539
727	0.2141318896
728	0.2141011162
729	0.2140774316
730	0.2140606478
731	0.2140302659
732	0.2139940619
733	0.2139681937
734	0.2139422727
735	0.2139208484
736	0.2138790874
737	0.2138526044
738	0.2138303461
739	0.2138007866
740	0.2137722293
741	0.2137468952
742	0.2137153382
743	0.213687342
744	0.2136642234
745	0.2136475399
746	0.2136295423
747	0.2136018392
748	0.2135797314
749	0.2135540043
750	0.2135152846
751	0.2134878714
752	0.2134666016
753	0.2134368771
754	0.2134115634
755	0.2133777673
756	0.2133580427
757	0.2133349554
758	0.2133163069
759	0.2132902406
760	0.2132701435
761	0.213242323
762	0.2132116311
763	0.2131787792
764	0.2131506674
765	0.2131188041
766	0.2130905935
767	0.2130667096
768	0.2130328887
769	0.2130094876
770	0.2129826139
771	0.2129630096
772	0.2129238658
773	0.2129083182
774	0.2128844867
775	0.2128520791
776	0.2128219228
777	0.212798662
778	0.2127685515
779	0.2127377083
780	0.2127160122
781	0.2126754446
782	0.212640624
783	0.212614055
784	0.2125888273
785	0.2125706622
786	0.2125498447
787	0.2125278047
788	0.2125010794
789	0.2124747175
790	0.2124529778
791	0.2124346775
792	0.212415053
793	0.2123897435
794	0.2123664703
795	0.2123397338
796	0.2123212411
797	0.2122783054
798	0.2122583584
799	0.2122365658
800	0.2122134327
801	0.2121885585
802	0.2121591999
803	0.2121379905
804	0.2121129917
805	0.2120814548
806	0.2120605857
807	0.2120316563
808	0.2119926206
809	0.2119617994
810	0.2119381389
811	0.2119170459
812	0.2118908214
813	0.2118517412
814	0.2118333878
815	0.2118113674
816	0.211784685
817	0.2117640395
818	0.2117360717
819	0.2117051623
820	0.2116780236
821	0.2116585889
822	0.2116328069
823	0.2116057219
824	0.2115919285
825	0.2115743727
826	0.2115392106
827	0.211513529
828	0.2114804901
829	0.2114529031
830	0.2114354704
831	0.2114005887
832	0.2113757886
833	0.2113488495
834	0.2113209158
835	0.2112946397
836	0.2112767751
837	0.2112514791
838	0.2112279841
839	0.2111991502
840	0.2111747094
841	0.2111587251
842	0.2111350832
843	0.2111074231
844	0.2110840231
845	0.2110617588
846	0.2110353959
847	0.2110181768
848	0.210991726
849	0.2109648559
850	0.2109377535
851	0.210908876
852	0.2108817197
853	0.2108674565
854	0.2108421078
855	0.2108083343
856	0.2107919337
857	0.2107731182
858	0.2107367924
859	0.2107018847
860	0.2106749367
861	0.210652926
862	0.2106279773
863	0.2106064467
864	0.21057781
865	0.2105604114
866	0.2105397619
867	0.2104559435
868	0.2104334184
869	0.2103973267
870	0.2103738754
871	0.2103399134
872	0.210325666
873	0.2102890059
874	0.2102640966
875	0.2102405902
876	0.2102119797
877	0.2101886377
878	0.2101564968
879	0.2101238426
880	0.2101008834
881	0.2100789758
882	0.2100548028
883	0.21002332
884	0.2100001645
885	0.2099797741
886	0.2099547442
887	0.2099255822
888	0.209905232
889	0.2098751657
890	0.2098531116
891	0.2098385039
892	0.209809927
893	0.2097868359
894	0.209759122
895	0.2097318017
896	0.2097112858
897	0.2096884277
898	0.2096648301
899	0.2096394933
900	0.2096176883
901	0.2095960872
902	0.209566387
903	0.2095517364
904	0.2095310654
905	0.2095081846
906	0.2094847859
907	0.2094641755
908	0.2094393076
909	0.2094161461
910	0.2093963523
911	0.2093616245
912	0.2092980989
913	0.2092621371
914	0.2092354793
915	0.2092101791
916	0.2091798648
917	0.2091575939
918	0.2091322405
919	0.2091055117
920	0.209081195
921	0.209055307
922	0.2090281899
923	0.2090037179
924	0.2089690561
925	0.2089100668
926	0.2088897599
927	0.2088642997
928	0.2088249294
929	0.2088048883
930	0.2087819609
931	0.2087580901
932	0.2087388335
933	0.208707097
934	0.2086868983
935	0.2086670622
936	0.208648645
937	0.2086256739
938	0.2086024318
939	0.2085800762
940	0.2085561606
941	0.2085313378
942	0.2085064472
943	0.2084801741
944	0.2084561331
945	0.2084337695
946	0.2084096986
947	0.208385273
948	0.2083626253
949	0.2083344247
950	0.2083157861
951	0.2082902167
952	0.2082598777
953	0.2082341125
954	0.2082086162
955	0.2081869634
956	0.2081618503
957	0.2081376734
958	0.2080948713
959	0.2080760127
960	0.2080546324
961	0.2080346049
962	0.2080103577
963	0.2079851897
964	0.2079627837
965	0.2079370194
966	0.207917004
967	0.207894045
968	0.2078683662
969	0.2078395906
970	0.2077993456
971	0.2077721869
972	0.2077480806
973	0.2077254099
974	0.2076965367
975	0.2076755223
976	0.2076535613
977	0.2076255568
978	0.2076022036
979	0.2075799113
980	0.2075565028
981	0.2075256573
982	0.2074981865
983	0.2074797545
984	0.2074519766
985	0.207435391
986	0.2074146258
987	0.2073922634
988	0.2073759651
989	0.2073578569
990	0.2073149389
991	0.2072866486
992	0.2072629041
993	0.2072374273
994	0.2072161537
995	0.2071934748
996	0.207174188
997	0.2071527271
998	0.207133601
999	0.2071033993
